GAME_ID,GAME_DATE,GAME_START(EST),TIMESTAMP,KALSHI_ID_AWAY,KALSHI_ID_HOME,MATCHUP,ABBR_AWAY,NAME_AWAY,PTS_AWAY,ABBR_HOME,NAME_HOME,PTS_HOME,WINNER,STATUS
22500001,2025-10-21,7:30PM,1761075000,KXNBAGAME-25OCT21HOUOKC-HOU,KXNBAGAME-25OCT21HOUOKC-OKC,HOU @ OKC,HOU,Houston Rockets,124,OKC,Oklahoma City Thunder,125,Oklahoma City Thunder,Final/OT2
22500002,2025-10-21,10:00PM,1761084000,KXNBAGAME-25OCT21GSWLAL-GSW,KXNBAGAME-25OCT21GSWLAL-LAL,GSW @ LAL,GSW,Golden State Warriors,119,LAL,Los Angeles Lakers,109,Golden State Warriors,Final
22500086,2025-10-22,8:00PM,1761163200,KXNBAGAME-25OCT22WASMIL-WAS,KXNBAGAME-25OCT22WASMIL-MIL,WAS @ MIL,WAS,Washington Wizards,120,MIL,Milwaukee Bucks,133,Milwaukee Bucks,Final
22500003,2025-10-22,7:00PM,1761159600,KXNBAGAME-25OCT22CLENYK-CLE,KXNBAGAME-25OCT22CLENYK-NYK,CLE @ NYK,CLE,Cleveland Cavaliers,111,NYK,New York Knicks,119,New York Knicks,Final
22500081,2025-10-22,7:00PM,1761159600,KXNBAGAME-25OCT22MIAORL-MIA,KXNBAGAME-25OCT22MIAORL-ORL,MIA @ ORL,MIA,Miami Heat,121,ORL,Orlando Magic,125,Orlando Magic,Final
22500088,2025-10-22,10:00PM,1761170400,KXNBAGAME-25OCT22SACPHX-SAC,KXNBAGAME-25OCT22SACPHX-PHX,SAC @ PHX,SAC,Sacramento Kings,116,PHX,Phoenix Suns,120,Phoenix Suns,Final
22500089,2025-10-22,10:00PM,1761170400,KXNBAGAME-25OCT22MINPOR-MIN,KXNBAGAME-25OCT22MINPOR-POR,MIN @ POR,MIN,Minnesota Timberwolves,118,POR,Portland Trail Blazers,114,Minnesota Timberwolves,Final
22500082,2025-10-22,7:30PM,1761161400,KXNBAGAME-25OCT22TORATL-TOR,KXNBAGAME-25OCT22TORATL-ATL,TOR @ ATL,TOR,Toronto Raptors,138,ATL,Atlanta Hawks,118,Toronto Raptors,Final
22500083,2025-10-22,7:30PM,1761161400,KXNBAGAME-25OCT22PHIBOS-PHI,KXNBAGAME-25OCT22PHIBOS-BOS,PHI @ BOS,PHI,Philadelphia 76ers,117,BOS,Boston Celtics,116,Philadelphia 76ers,Final
22500084,2025-10-22,8:00PM,1761163200,KXNBAGAME-25OCT22DETCHI-DET,KXNBAGAME-25OCT22DETCHI-CHI,DET @ CHI,DET,Detroit Pistons,111,CHI,Chicago Bulls,115,Chicago Bulls,Final
22500004,2025-10-22,9:30PM,1761168600,KXNBAGAME-25OCT22SASDAL-SAS,KXNBAGAME-25OCT22SASDAL-DAL,SAS @ DAL,SAS,San Antonio Spurs,125,DAL,Dallas Mavericks,92,San Antonio Spurs,Final
22500087,2025-10-22,9:00PM,1761166800,KXNBAGAME-25OCT22LACUTA-LAC,KXNBAGAME-25OCT22LACUTA-UTA,LAC @ UTA,LAC,LA Clippers,108,UTA,Utah Jazz,129,Utah Jazz,Final
22500085,2025-10-22,8:00PM,1761163200,KXNBAGAME-25OCT22NOPMEM-NOP,KXNBAGAME-25OCT22NOPMEM-MEM,NOP @ MEM,NOP,New Orleans Pelicans,122,MEM,Memphis Grizzlies,128,Memphis Grizzlies,Final
22500080,2025-10-22,7:00PM,1761159600,KXNBAGAME-25OCT22BKNCHA-BKN,KXNBAGAME-25OCT22BKNCHA-CHA,BKN @ CHA,BKN,Brooklyn Nets,117,CHA,Charlotte Hornets,136,Charlotte Hornets,Final
22500005,2025-10-23,7:30PM,1761247800,KXNBAGAME-25OCT23OKCIND-OKC,KXNBAGAME-25OCT23OKCIND-IND,OKC @ IND,OKC,Oklahoma City Thunder,141,IND,Indiana Pacers,135,Oklahoma City Thunder,Final/OT2
22500006,2025-10-23,10:00PM,1761256800,KXNBAGAME-25OCT23DENGSW-DEN,KXNBAGAME-25OCT23DENGSW-GSW,DEN @ GSW,DEN,Denver Nuggets,131,GSW,Golden State Warriors,137,Golden State Warriors,Final/OT
22500091,2025-10-24,7:30PM,1761334200,KXNBAGAME-25OCT24CLEBKN-CLE,KXNBAGAME-25OCT24CLEBKN-BKN,CLE @ BKN,CLE,Cleveland Cavaliers,131,BKN,Brooklyn Nets,124,Cleveland Cavaliers,Final
22500018,2025-10-24,7:30PM,1761334200,KXNBAGAME-25OCT24BOSNYK-BOS,KXNBAGAME-25OCT24BOSNYK-NYK,BOS @ NYK,BOS,Boston Celtics,95,NYK,New York Knicks,105,New York Knicks,Final
22500090,2025-10-24,7:00PM,1761332400,KXNBAGAME-25OCT24ATLORL-ATL,KXNBAGAME-25OCT24ATLORL-ORL,ATL @ ORL,ATL,Atlanta Hawks,111,ORL,Orlando Magic,107,Atlanta Hawks,Final
22500097,2025-10-24,10:00PM,1761343200,KXNBAGAME-25OCT24GSWPOR-GSW,KXNBAGAME-25OCT24GSWPOR-POR,GSW @ POR,GSW,Golden State Warriors,119,POR,Portland Trail Blazers,139,Portland Trail Blazers,Final
22500098,2025-10-24,10:00PM,1761343200,KXNBAGAME-25OCT24UTASAC-UTA,KXNBAGAME-25OCT24UTASAC-SAC,UTA @ SAC,UTA,Utah Jazz,104,SAC,Sacramento Kings,105,Sacramento Kings,Final
22500095,2025-10-24,8:00PM,1761336000,KXNBAGAME-25OCT24SASNOP-SAS,KXNBAGAME-25OCT24SASNOP-NOP,SAS @ NOP,SAS,San Antonio Spurs,120,NOP,New Orleans Pelicans,116,San Antonio Spurs,Final/OT
22500096,2025-10-24,8:30PM,1761337800,KXNBAGAME-25OCT24WASDAL-WAS,KXNBAGAME-25OCT24WASDAL-DAL,WAS @ DAL,WAS,Washington Wizards,117,DAL,Dallas Mavericks,107,Washington Wizards,Final
22500093,2025-10-24,8:00PM,1761336000,KXNBAGAME-25OCT24DETHOU-DET,KXNBAGAME-25OCT24DETHOU-HOU,DET @ HOU,DET,Detroit Pistons,115,HOU,Houston Rockets,111,Detroit Pistons,Final
22500099,2025-10-24,10:30PM,1761345000,KXNBAGAME-25OCT24PHXLAC-PHX,KXNBAGAME-25OCT24PHXLAC-LAC,PHX @ LAC,PHX,Phoenix Suns,102,LAC,LA Clippers,129,LA Clippers,Final
22500019,2025-10-24,10:00PM,1761343200,KXNBAGAME-25OCT24MINLAL-MIN,KXNBAGAME-25OCT24MINLAL-LAL,MIN @ LAL,MIN,Minnesota Timberwolves,110,LAL,Los Angeles Lakers,128,Los Angeles Lakers,Final
22500092,2025-10-24,6:30PM,1761330600,KXNBAGAME-25OCT24MILTOR-MIL,KXNBAGAME-25OCT24MILTOR-TOR,MIL @ TOR,MIL,Milwaukee Bucks,122,TOR,Toronto Raptors,116,Milwaukee Bucks,Final
22500094,2025-10-24,8:00PM,1761336000,KXNBAGAME-25OCT24MIAMEM-MIA,KXNBAGAME-25OCT24MIAMEM-MEM,MIA @ MEM,MIA,Miami Heat,146,MEM,Memphis Grizzlies,114,Miami Heat,Final
22500100,2025-10-25,7:00PM,1761418800,KXNBAGAME-25OCT25CHIORL-CHI,KXNBAGAME-25OCT25CHIORL-ORL,CHI @ ORL,CHI,Chicago Bulls,110,ORL,Orlando Magic,98,Chicago Bulls,Final
22500102,2025-10-25,7:30PM,1761420600,KXNBAGAME-25OCT25CHAPHI-CHA,KXNBAGAME-25OCT25CHAPHI-PHI,CHA @ PHI,CHA,Charlotte Hornets,121,PHI,Philadelphia 76ers,125,Philadelphia 76ers,Final
22500101,2025-10-25,7:30PM,1761420600,KXNBAGAME-25OCT25OKCATL-OKC,KXNBAGAME-25OCT25OKCATL-ATL,OKC @ ATL,OKC,Oklahoma City Thunder,117,ATL,Atlanta Hawks,100,Oklahoma City Thunder,Final
22500104,2025-10-25,9:00PM,1761426000,KXNBAGAME-25OCT25PHXDEN-PHX,KXNBAGAME-25OCT25PHXDEN-DEN,PHX @ DEN,PHX,Phoenix Suns,111,DEN,Denver Nuggets,133,Denver Nuggets,Final
22500103,2025-10-25,8:00PM,1761422400,KXNBAGAME-25OCT25INDMEM-IND,KXNBAGAME-25OCT25INDMEM-MEM,IND @ MEM,IND,Indiana Pacers,103,MEM,Memphis Grizzlies,128,Memphis Grizzlies,Final
22500110,2025-10-26,7:00PM,1761505200,KXNBAGAME-25OCT26INDMIN-IND,KXNBAGAME-25OCT26INDMIN-MIN,IND @ MIN,IND,Indiana Pacers,110,MIN,Minnesota Timberwolves,114,Minnesota Timberwolves,Final
22500113,2025-10-26,9:00PM,1761512400,KXNBAGAME-25OCT26LALSAC-LAL,KXNBAGAME-25OCT26LALSAC-SAC,LAL @ SAC,LAL,Los Angeles Lakers,127,SAC,Sacramento Kings,120,Los Angeles Lakers,Final
22500105,2025-10-26,2:00PM,1761487200,KXNBAGAME-25OCT26BKNSAS-BKN,KXNBAGAME-25OCT26BKNSAS-SAS,BKN @ SAS,BKN,Brooklyn Nets,107,SAS,San Antonio Spurs,118,San Antonio Spurs,Final
22500107,2025-10-26,6:00PM,1761501600,KXNBAGAME-25OCT26MILCLE-MIL,KXNBAGAME-25OCT26MILCLE-CLE,MIL @ CLE,MIL,Milwaukee Bucks,113,CLE,Cleveland Cavaliers,118,Cleveland Cavaliers,Final
22500111,2025-10-26,7:30PM,1761507000,KXNBAGAME-25OCT26TORDAL-TOR,KXNBAGAME-25OCT26TORDAL-DAL,TOR @ DAL,TOR,Toronto Raptors,129,DAL,Dallas Mavericks,139,Dallas Mavericks,Final
22500112,2025-10-26,9:00PM,1761512400,KXNBAGAME-25OCT26PORLAC-POR,KXNBAGAME-25OCT26PORLAC-LAC,POR @ LAC,POR,Portland Trail Blazers,107,LAC,LA Clippers,114,LA Clippers,Final
22500108,2025-10-26,6:00PM,1761501600,KXNBAGAME-25OCT26NYKMIA-NYK,KXNBAGAME-25OCT26NYKMIA-MIA,NYK @ MIA,NYK,New York Knicks,107,MIA,Miami Heat,115,Miami Heat,Final
22500109,2025-10-26,6:00PM,1761501600,KXNBAGAME-25OCT26CHAWAS-CHA,KXNBAGAME-25OCT26CHAWAS-WAS,CHA @ WAS,CHA,Charlotte Hornets,139,WAS,Washington Wizards,113,Charlotte Hornets,Final
22500106,2025-10-26,3:30PM,1761492600,KXNBAGAME-25OCT26BOSDET-BOS,KXNBAGAME-25OCT26BOSDET-DET,BOS @ DET,BOS,Boston Celtics,113,DET,Detroit Pistons,119,Detroit Pistons,Final
22500008,2025-10-27,9:30PM,1761600600,KXNBAGAME-25OCT27DENMIN-DEN,KXNBAGAME-25OCT27DENMIN-MIN,DEN @ MIN,DEN,Denver Nuggets,127,MIN,Minnesota Timberwolves,114,Denver Nuggets,Final
22500114,2025-10-27,7:00PM,1761591600,KXNBAGAME-25OCT27ORLPHI-ORL,KXNBAGAME-25OCT27ORLPHI-PHI,ORL @ PHI,ORL,Orlando Magic,124,PHI,Philadelphia 76ers,136,Philadelphia 76ers,Final
22500118,2025-10-27,8:00PM,1761595200,KXNBAGAME-25OCT27TORSAS-TOR,KXNBAGAME-25OCT27TORSAS-SAS,TOR @ SAS,TOR,Toronto Raptors,103,SAS,San Antonio Spurs,121,San Antonio Spurs,Final
22500117,2025-10-27,8:00PM,1761595200,KXNBAGAME-25OCT27BOSNOP-BOS,KXNBAGAME-25OCT27BOSNOP-NOP,BOS @ NOP,BOS,Boston Celtics,122,NOP,New Orleans Pelicans,90,Boston Celtics,Final
22500115,2025-10-27,8:00PM,1761595200,KXNBAGAME-25OCT27ATLCHI-ATL,KXNBAGAME-25OCT27ATLCHI-CHI,ATL @ CHI,ATL,Atlanta Hawks,123,CHI,Chicago Bulls,128,Chicago Bulls,Final
22500119,2025-10-27,8:30PM,1761597000,KXNBAGAME-25OCT27OKCDAL-OKC,KXNBAGAME-25OCT27OKCDAL-DAL,OKC @ DAL,OKC,Oklahoma City Thunder,101,DAL,Dallas Mavericks,94,Oklahoma City Thunder,Final
22500121,2025-10-27,10:00PM,1761602400,KXNBAGAME-25OCT27MEMGSW-MEM,KXNBAGAME-25OCT27MEMGSW-GSW,MEM @ GSW,MEM,Memphis Grizzlies,118,GSW,Golden State Warriors,131,Golden State Warriors,Final
22500116,2025-10-27,8:00PM,1761595200,KXNBAGAME-25OCT27BKNHOU-BKN,KXNBAGAME-25OCT27BKNHOU-HOU,BKN @ HOU,BKN,Brooklyn Nets,109,HOU,Houston Rockets,137,Houston Rockets,Final
22500122,2025-10-27,10:30PM,1761604200,KXNBAGAME-25OCT27PORLAL-POR,KXNBAGAME-25OCT27PORLAL-LAL,POR @ LAL,POR,Portland Trail Blazers,122,LAL,Los Angeles Lakers,108,Portland Trail Blazers,Final
22500120,2025-10-27,9:00PM,1761598800,KXNBAGAME-25OCT27PHXUTA-PHX,KXNBAGAME-25OCT27PHXUTA-UTA,PHX @ UTA,PHX,Phoenix Suns,134,UTA,Utah Jazz,138,Utah Jazz,Final/OT
22500007,2025-10-27,7:00PM,1761591600,KXNBAGAME-25OCT27CLEDET-CLE,KXNBAGAME-25OCT27CLEDET-DET,CLE @ DET,CLE,Cleveland Cavaliers,116,DET,Detroit Pistons,95,Cleveland Cavaliers,Final
22500125,2025-10-28,8:00PM,1761681600,KXNBAGAME-25OCT28NYKMIL-NYK,KXNBAGAME-25OCT28NYKMIL-MIL,NYK @ MIL,NYK,New York Knicks,111,MIL,Milwaukee Bucks,121,Milwaukee Bucks,Final
22500126,2025-10-28,8:00PM,1761681600,KXNBAGAME-25OCT28SACOKC-SAC,KXNBAGAME-25OCT28SACOKC-OKC,SAC @ OKC,SAC,Sacramento Kings,101,OKC,Oklahoma City Thunder,107,Oklahoma City Thunder,Final
22500127,2025-10-28,11:00PM,1761692400,KXNBAGAME-25OCT28LACGSW-LAC,KXNBAGAME-25OCT28LACGSW-GSW,LAC @ GSW,LAC,LA Clippers,79,GSW,Golden State Warriors,98,Golden State Warriors,Final
22500124,2025-10-28,7:30PM,1761679800,KXNBAGAME-25OCT28CHAMIA-CHA,KXNBAGAME-25OCT28CHAMIA-MIA,CHA @ MIA,CHA,Charlotte Hornets,117,MIA,Miami Heat,144,Miami Heat,Final
22500123,2025-10-28,7:00PM,1761678000,KXNBAGAME-25OCT28PHIWAS-PHI,KXNBAGAME-25OCT28PHIWAS-WAS,PHI @ WAS,PHI,Philadelphia 76ers,139,WAS,Washington Wizards,134,Philadelphia 76ers,Final/OT
22500136,2025-10-29,9:30PM,1761773400,KXNBAGAME-25OCT29LALMIN-LAL,KXNBAGAME-25OCT29LALMIN-MIN,LAL @ MIN,LAL,Los Angeles Lakers,116,MIN,Minnesota Timberwolves,115,Los Angeles Lakers,Final
22500130,2025-10-29,7:30PM,1761766200,KXNBAGAME-25OCT29ATLBKN-ATL,KXNBAGAME-25OCT29ATLBKN-BKN,ATL @ BKN,ATL,Atlanta Hawks,117,BKN,Brooklyn Nets,112,Atlanta Hawks,Final
22500137,2025-10-29,10:00PM,1761775200,KXNBAGAME-25OCT29MEMPHX-MEM,KXNBAGAME-25OCT29MEMPHX-PHX,MEM @ PHX,MEM,Memphis Grizzlies,114,PHX,Phoenix Suns,113,Memphis Grizzlies,Final
22500128,2025-10-29,7:00PM,1761764400,KXNBAGAME-25OCT29CLEBOS-CLE,KXNBAGAME-25OCT29CLEBOS-BOS,CLE @ BOS,CLE,Cleveland Cavaliers,105,BOS,Boston Celtics,125,Boston Celtics,Final
22500132,2025-10-29,8:00PM,1761768000,KXNBAGAME-25OCT29SACCHI-SAC,KXNBAGAME-25OCT29SACCHI-CHI,SAC @ CHI,SAC,Sacramento Kings,113,CHI,Chicago Bulls,126,Chicago Bulls,Final
22500133,2025-10-29,8:30PM,1761769800,KXNBAGAME-25OCT29INDDAL-IND,KXNBAGAME-25OCT29INDDAL-DAL,IND @ DAL,IND,Indiana Pacers,105,DAL,Dallas Mavericks,107,Dallas Mavericks,Final
22500134,2025-10-29,9:00PM,1761771600,KXNBAGAME-25OCT29NOPDEN-NOP,KXNBAGAME-25OCT29NOPDEN-DEN,NOP @ DEN,NOP,New Orleans Pelicans,88,DEN,Denver Nuggets,122,Denver Nuggets,Final
22500131,2025-10-29,6:30PM,1761762600,KXNBAGAME-25OCT29HOUTOR-HOU,KXNBAGAME-25OCT29HOUTOR-TOR,HOU @ TOR,HOU,Houston Rockets,139,TOR,Toronto Raptors,121,Houston Rockets,Final
22500135,2025-10-29,9:00PM,1761771600,KXNBAGAME-25OCT29PORUTA-POR,KXNBAGAME-25OCT29PORUTA-UTA,POR @ UTA,POR,Portland Trail Blazers,136,UTA,Utah Jazz,134,Portland Trail Blazers,Final
22500129,2025-10-29,7:00PM,1761764400,KXNBAGAME-25OCT29ORLDET-ORL,KXNBAGAME-25OCT29ORLDET-DET,ORL @ DET,ORL,Orlando Magic,116,DET,Detroit Pistons,135,Detroit Pistons,Final
22500139,2025-10-30,8:00PM,1761854400,KXNBAGAME-25OCT30GSWMIL-GSW,KXNBAGAME-25OCT30GSWMIL-MIL,GSW @ MIL,GSW,Golden State Warriors,110,MIL,Milwaukee Bucks,120,Milwaukee Bucks,Final
22500141,2025-10-30,8:30PM,1761856200,KXNBAGAME-25OCT30MIASAS-MIA,KXNBAGAME-25OCT30MIASAS-SAS,MIA @ SAS,MIA,Miami Heat,101,SAS,San Antonio Spurs,107,San Antonio Spurs,Final
22500140,2025-10-30,8:00PM,1761854400,KXNBAGAME-25OCT30WASOKC-WAS,KXNBAGAME-25OCT30WASOKC-OKC,WAS @ OKC,WAS,Washington Wizards,108,OKC,Oklahoma City Thunder,127,Oklahoma City Thunder,Final
22500138,2025-10-30,7:00PM,1761850800,KXNBAGAME-25OCT30ORLCHA-ORL,KXNBAGAME-25OCT30ORLCHA-CHA,ORL @ CHA,ORL,Orlando Magic,123,CHA,Charlotte Hornets,107,Orlando Magic,Final
22500020,2025-10-31,7:00PM,1761937200,KXNBAGAME-25OCT31ATLIND-ATL,KXNBAGAME-25OCT31ATLIND-IND,ATL @ IND,ATL,Atlanta Hawks,128,IND,Indiana Pacers,108,Atlanta Hawks,Final
22500021,2025-10-31,7:00PM,1761937200,KXNBAGAME-25OCT31BOSPHI-BOS,KXNBAGAME-25OCT31BOSPHI-PHI,BOS @ PHI,BOS,Boston Celtics,109,PHI,Philadelphia 76ers,108,Boston Celtics,Final
22500025,2025-10-31,10:00PM,1761948000,KXNBAGAME-25OCT31UTAPHX-UTA,KXNBAGAME-25OCT31UTAPHX-PHX,UTA @ PHX,UTA,Utah Jazz,96,PHX,Phoenix Suns,118,Phoenix Suns,Final
22500026,2025-10-31,10:00PM,1761948000,KXNBAGAME-25OCT31DENPOR-DEN,KXNBAGAME-25OCT31DENPOR-POR,DEN @ POR,DEN,Denver Nuggets,107,POR,Portland Trail Blazers,109,Portland Trail Blazers,Final
22500022,2025-10-31,7:30PM,1761939000,KXNBAGAME-25OCT31TORCLE-TOR,KXNBAGAME-25OCT31TORCLE-CLE,TOR @ CLE,TOR,Toronto Raptors,112,CLE,Cleveland Cavaliers,101,Toronto Raptors,Final
22500023,2025-10-31,8:00PM,1761940800,KXNBAGAME-25OCT31NYKCHI-NYK,KXNBAGAME-25OCT31NYKCHI-CHI,NYK @ CHI,NYK,New York Knicks,125,CHI,Chicago Bulls,135,Chicago Bulls,Final
22500027,2025-10-31,10:30PM,1761949800,KXNBAGAME-25OCT31NOPLAC-NOP,KXNBAGAME-25OCT31NOPLAC-LAC,NOP @ LAC,NOP,New Orleans Pelicans,124,LAC,LA Clippers,126,LA Clippers,Final
22500024,2025-10-31,9:30PM,1761946200,KXNBAGAME-25OCT31LALMEM-LAL,KXNBAGAME-25OCT31LALMEM-MEM,LAL @ MEM,LAL,Los Angeles Lakers,117,MEM,Memphis Grizzlies,112,Los Angeles Lakers,Final
22500142,2025-11-01,5:00PM,1762016400,KXNBAGAME-25NOV01SACMIL-SAC,KXNBAGAME-25NOV01SACMIL-MIL,SAC @ MIL,SAC,Sacramento Kings,135,MIL,Milwaukee Bucks,133,Sacramento Kings,Final
22500144,2025-11-01,7:00PM,1762023600,KXNBAGAME-25NOV01GSWIND-GSW,KXNBAGAME-25NOV01GSWIND-IND,GSW @ IND,GSW,Golden State Warriors,109,IND,Indiana Pacers,114,Indiana Pacers,Final
22500146,2025-11-01,8:00PM,1762027200,KXNBAGAME-25NOV01HOUBOS-HOU,KXNBAGAME-25NOV01HOUBOS-BOS,HOU @ BOS,HOU,Houston Rockets,128,BOS,Boston Celtics,101,Houston Rockets,Final
22500145,2025-11-01,7:00PM,1762023600,KXNBAGAME-25NOV01ORLWAS-ORL,KXNBAGAME-25NOV01ORLWAS-WAS,ORL @ WAS,ORL,Orlando Magic,125,WAS,Washington Wizards,94,Orlando Magic,Final
22500143,2025-11-01,6:00PM,1762020000,KXNBAGAME-25NOV01MINCHA-MIN,KXNBAGAME-25NOV01MINCHA-CHA,MIN @ CHA,MIN,Minnesota Timberwolves,122,CHA,Charlotte Hornets,105,Minnesota Timberwolves,Final
22500149,2025-11-02,6:00PM,1762106400,KXNBAGAME-25NOV02PHIBKN-PHI,KXNBAGAME-25NOV02PHIBKN-BKN,PHI @ BKN,PHI,Philadelphia 76ers,129,BKN,Brooklyn Nets,105,Philadelphia 76ers,Final
22500153,2025-11-02,7:00PM,1762110000,KXNBAGAME-25NOV02CHINYK-CHI,KXNBAGAME-25NOV02CHINYK-NYK,CHI @ NYK,CHI,Chicago Bulls,116,NYK,New York Knicks,128,New York Knicks,Final
22500154,2025-11-02,8:00PM,1762113600,KXNBAGAME-25NOV02SASPHX-SAS,KXNBAGAME-25NOV02SASPHX-PHX,SAS @ PHX,SAS,San Antonio Spurs,118,PHX,Phoenix Suns,130,Phoenix Suns,Final
22500148,2025-11-02,3:30PM,1762097400,KXNBAGAME-25NOV02NOPOKC-NOP,KXNBAGAME-25NOV02NOPOKC-OKC,NOP @ OKC,NOP,New Orleans Pelicans,106,OKC,Oklahoma City Thunder,137,Oklahoma City Thunder,Final
22500151,2025-11-02,6:00PM,1762106400,KXNBAGAME-25NOV02ATLCLE-ATL,KXNBAGAME-25NOV02ATLCLE-CLE,ATL @ CLE,ATL,Atlanta Hawks,109,CLE,Cleveland Cavaliers,117,Cleveland Cavaliers,Final
22500155,2025-11-02,9:30PM,1762119000,KXNBAGAME-25NOV02MIALAL-MIA,KXNBAGAME-25NOV02MIALAL-LAL,MIA @ LAL,MIA,Miami Heat,120,LAL,Los Angeles Lakers,130,Los Angeles Lakers,Final
22500152,2025-11-02,6:00PM,1762106400,KXNBAGAME-25NOV02MEMTOR-MEM,KXNBAGAME-25NOV02MEMTOR-TOR,MEM @ TOR,MEM,Memphis Grizzlies,104,TOR,Toronto Raptors,117,Toronto Raptors,Final
22500150,2025-11-02,6:00PM,1762106400,KXNBAGAME-25NOV02UTACHA-UTA,KXNBAGAME-25NOV02UTACHA-CHA,UTA @ CHA,UTA,Utah Jazz,103,CHA,Charlotte Hornets,126,Charlotte Hornets,Final
22500156,2025-11-03,7:00PM,1762196400,KXNBAGAME-25NOV03MINBKN-MIN,KXNBAGAME-25NOV03MINBKN-BKN,MIN @ BKN,MIN,Minnesota Timberwolves,125,BKN,Brooklyn Nets,109,Minnesota Timberwolves,Final
22500159,2025-11-03,7:30PM,1762198200,KXNBAGAME-25NOV03WASNYK-WAS,KXNBAGAME-25NOV03WASNYK-NYK,WAS @ NYK,WAS,Washington Wizards,102,NYK,New York Knicks,119,New York Knicks,Final
22500157,2025-11-03,7:00PM,1762196400,KXNBAGAME-25NOV03MILIND-MIL,KXNBAGAME-25NOV03MILIND-IND,MIL @ IND,MIL,Milwaukee Bucks,117,IND,Indiana Pacers,115,Milwaukee Bucks,Final
22500163,2025-11-03,10:00PM,1762207200,KXNBAGAME-25NOV03LALPOR-LAL,KXNBAGAME-25NOV03LALPOR-POR,LAL @ POR,LAL,Los Angeles Lakers,123,POR,Portland Trail Blazers,115,Los Angeles Lakers,Final
22500158,2025-11-03,7:30PM,1762198200,KXNBAGAME-25NOV03UTABOS-UTA,KXNBAGAME-25NOV03UTABOS-BOS,UTA @ BOS,UTA,Utah Jazz,105,BOS,Boston Celtics,103,Utah Jazz,Final
22500162,2025-11-03,9:00PM,1762203600,KXNBAGAME-25NOV03SACDEN-SAC,KXNBAGAME-25NOV03SACDEN-DEN,SAC @ DEN,SAC,Sacramento Kings,124,DEN,Denver Nuggets,130,Denver Nuggets,Final
22500160,2025-11-03,8:00PM,1762200000,KXNBAGAME-25NOV03DALHOU-DAL,KXNBAGAME-25NOV03DALHOU-HOU,DAL @ HOU,DAL,Dallas Mavericks,102,HOU,Houston Rockets,110,Houston Rockets,Final
22500164,2025-11-03,10:30PM,1762209000,KXNBAGAME-25NOV03MIALAC-MIA,KXNBAGAME-25NOV03MIALAC-LAC,MIA @ LAC,MIA,Miami Heat,120,LAC,LA Clippers,119,Miami Heat,Final
22500161,2025-11-03,8:00PM,1762200000,KXNBAGAME-25NOV03DETMEM-DET,KXNBAGAME-25NOV03DETMEM-MEM,DET @ MEM,DET,Detroit Pistons,114,MEM,Memphis Grizzlies,106,Detroit Pistons,Final
22500166,2025-11-04,8:00PM,1762286400,KXNBAGAME-25NOV04ORLATL-ORL,KXNBAGAME-25NOV04ORLATL-ATL,ORL @ ATL,ORL,Orlando Magic,112,ATL,Atlanta Hawks,127,Atlanta Hawks,Final
22500168,2025-11-04,8:00PM,1762286400,KXNBAGAME-25NOV04CHANOP-CHA,KXNBAGAME-25NOV04CHANOP-NOP,CHA @ NOP,CHA,Charlotte Hornets,112,NOP,New Orleans Pelicans,116,New Orleans Pelicans,Final
22500167,2025-11-04,8:00PM,1762286400,KXNBAGAME-25NOV04PHICHI-PHI,KXNBAGAME-25NOV04PHICHI-CHI,PHI @ CHI,PHI,Philadelphia 76ers,111,CHI,Chicago Bulls,113,Chicago Bulls,Final
22500169,2025-11-04,10:00PM,1762293600,KXNBAGAME-25NOV04PHXGSW-PHX,KXNBAGAME-25NOV04PHXGSW-GSW,PHX @ GSW,PHX,Phoenix Suns,107,GSW,Golden State Warriors,118,Golden State Warriors,Final
22500170,2025-11-04,11:00PM,1762297200,KXNBAGAME-25NOV04OKCLAC-OKC,KXNBAGAME-25NOV04OKCLAC-LAC,OKC @ LAC,OKC,Oklahoma City Thunder,126,LAC,LA Clippers,107,Oklahoma City Thunder,Final
22500165,2025-11-04,7:30PM,1762284600,KXNBAGAME-25NOV04MILTOR-MIL,KXNBAGAME-25NOV04MILTOR-TOR,MIL @ TOR,MIL,Milwaukee Bucks,100,TOR,Toronto Raptors,128,Toronto Raptors,Final
22500175,2025-11-05,7:30PM,1762371000,KXNBAGAME-25NOV05MINNYK-MIN,KXNBAGAME-25NOV05MINNYK-NYK,MIN @ NYK,MIN,Minnesota Timberwolves,114,NYK,New York Knicks,137,New York Knicks,Final
22500173,2025-11-05,7:00PM,1762369200,KXNBAGAME-25NOV05BKNIND-BKN,KXNBAGAME-25NOV05BKNIND-IND,BKN @ IND,BKN,Brooklyn Nets,112,IND,Indiana Pacers,103,Brooklyn Nets,Final
22500180,2025-11-05,10:00PM,1762380000,KXNBAGAME-25NOV05OKCPOR-OKC,KXNBAGAME-25NOV05OKCPOR-POR,OKC @ POR,OKC,Oklahoma City Thunder,119,POR,Portland Trail Blazers,121,Portland Trail Blazers,Final
22500181,2025-11-05,10:00PM,1762380000,KXNBAGAME-25NOV05GSWSAC-GSW,KXNBAGAME-25NOV05GSWSAC-SAC,GSW @ SAC,GSW,Golden State Warriors,116,SAC,Sacramento Kings,121,Sacramento Kings,Final
